Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 白桦树叶
appliedenergistics2:facade:0, 线缆伪装板 - 丛林树叶
appliedenergistics2:facade:0, 线缆伪装板 - 海绵
appliedenergistics2:facade:0, 线缆伪装板 - 湿海绵
appliedenergistics2:facade:0, 线缆伪装板 - 玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青金石块
appliedenergistics2:facade:0, 线缆伪装板 - 砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 切制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 白色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 橙色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 品红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 青色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 紫色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 棕色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黑色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 金块
appliedenergistics2:facade:0, 线缆伪装板 - 铁块
appliedenergistics2:facade:0, 线缆伪装板 - 石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 砖块
appliedenergistics2:facade:0, 线缆伪装板 - TNT
appliedenergistics2:facade:0, 线缆伪装板 - 书架
appliedenergistics2:facade:0, 线缆伪装板 - 苔石
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 工作台
appliedenergistics2:facade:0, 线缆伪装板 - 红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 冰
appliedenergistics2:facade:0, 线缆伪装板 - 雪
appliedenergistics2:facade:0, 线缆伪装板 - 粘土块
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂沙
appliedenergistics2:facade:0, 线缆伪装板 - 荧石
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜灯
appliedenergistics2:facade:0, 线缆伪装板 - 白色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 橙色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 品红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 紫色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 棕色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黑色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 石头怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 圆石怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 苔石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 裂石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 石砖
appliedenergistics2:facade:0, 线缆伪装板 - 苔石砖
appliedenergistics2:facade:0, 线缆伪装板 - 裂石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖
appliedenergistics2:facade:0, 线缆伪装板 - 蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 西瓜
appliedenergistics2:facade:0, 线缆伪装板 - 菌丝
appliedenergistics2:facade:0, 线缆伪装板 - 地狱砖
appliedenergistics2:facade:0, 线缆伪装板 - 末地石
appliedenergistics2:facade:0, 线缆伪装板 - 红石灯
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石块
appliedenergistics2:facade:0, 线缆伪装板 - 红石块
appliedenergistics2:facade:0, 线缆伪装板 - 下界石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹石英块
appliedenergistics2:facade:0, 线缆伪装板 - 白色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 橙色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 品红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 灰色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 青色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 紫色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 棕色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 绿色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黑色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢树叶
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木
appliedenergistics2:facade:0, 线缆伪装板 - 粘液块
appliedenergistics2:facade:0, 线缆伪装板 - 海晶石
appliedenergistics2:facade:0, 线缆伪装板 - 海晶石砖
appliedenergistics2:facade:0, 线缆伪装板 - 暗海晶石
appliedenergistics2:facade:0, 线缆伪装板 - 海晶灯
appliedenergistics2:facade:0, 线缆伪装板 - 干草块
appliedenergistics2:facade:0, 线缆伪装板 - 陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 煤炭块
appliedenergistics2:facade:0, 线缆伪装板 - 浮冰
appliedenergistics2:facade:0, 线缆伪装板 - 红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 切制红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 紫珀块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹紫珀块
appliedenergistics2:facade:0, 线缆伪装板 - 末地石砖
appliedenergistics2:facade:0, 线缆伪装板 - 岩浆块
appliedenergistics2:facade:0, 线缆伪装板 - 地狱疣块
appliedenergistics2:facade:0, 线缆伪装板 - 红色地狱砖
appliedenergistics2:facade:0, 线缆伪装板 - 骨块
appliedenergistics2:facade:0, 线缆伪装板 - 侦测器
appliedenergistics2:facade:0, 线缆伪装板 - 白色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 橙色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 品红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 灰色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 青色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 紫色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 棕色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 绿色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黑色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 白色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 橙色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 品红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黄色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 灰色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 青色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 紫色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 棕色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 绿色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黑色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 白色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 橙色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 品红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黄色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 灰色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 青色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 紫色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 棕色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 绿色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黑色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 玄武岩
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铀矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 防爆石
appliedenergistics2:facade:0, 线缆伪装板 - 基础机械外壳
appliedenergistics2:facade:0, 线缆伪装板 - 高级机械外壳
appliedenergistics2:facade:0, 线缆伪装板 - 核反应堆压力容器
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 橡胶树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 橡胶树原木
appliedenergistics2:facade:0, 线缆伪装板 - 脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 强化脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 铁质脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 强化铁质脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫
appliedenergistics2:facade:0, 线缆伪装板 - 强化建筑泡沫
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（黑色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（蓝色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（棕色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（青色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（灰色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（绿色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（淡蓝色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（淡灰色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（黄绿色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（品红色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（橙色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（粉红色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（紫色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（红色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（白色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（黄色）
appliedenergistics2:facade:0, 线缆伪装板 - 耐火砖
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铝矿石
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铂矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铱矿石
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔秘银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 油砂
appliedenergistics2:facade:0, 线缆伪装板 - 油页岩
appliedenergistics2:facade:0, 线缆伪装板 - 不稳定红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 充能地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 谐振末地石
appliedenergistics2:facade:0, 线缆伪装板 - 油砂
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 铂块
appliedenergistics2:facade:0, 线缆伪装板 - 铱块
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔秘银块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 殷钢块
appliedenergistics2:facade:0, 线缆伪装板 - 青铜块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜块
appliedenergistics2:facade:0, 线缆伪装板 - 信素块
appliedenergistics2:facade:0, 线缆伪装板 - 流明块
appliedenergistics2:facade:0, 线缆伪装板 - 末影块
appliedenergistics2:facade:0, 线缆伪装板 - 木炭块
appliedenergistics2:facade:0, 线缆伪装板 - 焦炭块
appliedenergistics2:facade:0, 线缆伪装板 - 黑色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 红色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 绿色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 棕色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 紫色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 青色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 灰色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 黄色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 品红色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 橙色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 白色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 龙矿石
appliedenergistics2:facade:0, 线缆伪装板 - 地狱龙矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地龙矿石
appliedenergistics2:facade:0, 线缆伪装板 - 龙块
appliedenergistics2:facade:0, 线缆伪装板 - 充能龙块
appliedenergistics2:facade:0, 线缆伪装板 - 觉醒龙块
appliedenergistics2:facade:0, 线缆伪装板 - 注入龙力的黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 物品磁铁消磁器
appliedenergistics2:facade:0, 线缆伪装板 - 压缩工作台
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩工作台
appliedenergistics2:facade:0, 线缆伪装板 - 中子素块
appliedenergistics2:facade:0, 线缆伪装板 - 无尽块
appliedenergistics2:facade:0, 线缆伪装板 - 水晶矩阵
appliedenergistics2:facade:0, 线缆伪装板 - 魔法木板
appliedenergistics2:facade:0, 线缆伪装板 - 魔法木头
appliedenergistics2:facade:0, 线缆伪装板 - 錾制木头
appliedenergistics2:facade:0, 线缆伪装板 - 天使方块
appliedenergistics2:facade:0, 线缆伪装板 - 诅咒之土
appliedenergistics2:facade:0, 线缆伪装板 - 红石钟
appliedenergistics2:facade:0, 线缆伪装板 - 压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 三重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 四重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 五重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 六重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 七重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 八重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 压缩泥土
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩泥土
